šifra,naziv,grupa,kolicina,nabavna_cijena,marza,cijena,rabat
6014,HAVIT HV-M256GT BEŽIČNI MIŠ,PC,1,59.00,89.48,109.00,22.00
6015,SAMSUNG EHS62A SLUŠALICE,MOBITELI,2,72.00,91.11,129.00,25.00
6016,HAVIT CARD READER HV-C26,PC,1,20.00,100.00,39.00,22.00
6017,HAVIT FM TRANSMITTER HV-FM04,AUTOPROGRAM,2,43.00,84.19,99.00,0.00
6018,SAMSUNG MICRO USB DATA CABLE,MOBITELI,2,63.20,50.21,89.00,25.00
6019,SAMSUNG AUTO PUNJAČ ZA TABLET,MOBITELI,2,167.20,46.09,229.00,25.00
6020,SONY TMR-BR100 3D ODAŠILJAČ,TELEVIZIJA,0,300.00,0.00,499.00,0.00
6021,SAMSUNG AUTO PUNAJČ MICRO USB,MOBITELI,2,55.20,52.66,79.00,25.00
6022,SAMSUNG SIII PROTECTIVE COVER,MOBITELI,3,76.00,38.95,99.00,25.00
6023,SAMSUNG TABLET DESKTOP DOCK,MOBITELI,1,159.20,33.33,199.00,25.00
6024,SAMSUNG NOTE II FLIP COVER,MOBITELI,1,132.00,36.57,169.00,25.00
6025,SAMSUNG TAB2 7.0 BOOK COVER,MOBITELI,4,232.00,37.47,299.00,25.00
6026,SAMSUNG TAB2 10.1 BOOK COVER WHITE,MOBITELI,1,232.00,37.47,299.00,25.00
6027,HAVIT HV-MS638 GAMING MIŠ,PC,1,85.00,67.72,139.00,22.00
6028,SAMSUNG S4 FLIP COVER,MOBITELI,2,152.00,39.65,199.00,25.00
6029,HAVIT HV-M8002USB OPTIČKI MIŠ,PC,1,32.00,108.33,65.00,22.00
6030,SAMSUNG S4 S VIEW COVER,MOBITELI,2,199.20,44.04,269.00,25.00
6031,SAMSUNG NOTE 8.0 BOOK COVER,MOBITELI,2,232.00,37.47,299.00,25.00
6032,SAMSUNG CORE FLIP COVER,MOBITELI,4,119.20,42.28,159.00,25.00
6033,HAVIT HV-L670 EAR SLUŠALICE razne,PC,3,29.00,144.03,69.00,22.00
6034,HP 78 COLOUR TINTA,PRINTER,0,195.56,0.00,299.00,0.00
6035,SAMSUNG AUTO PUNJAČ 5V 2A,MOBITELI,2,151.20,40.39,199.00,25.00
6036,SAMSUNG TAB3 7.0 BOOK COVER,MOBITELI,1,231.20,37.95,299.00,25.00
6037,SAMSUNG S4 MINI S-VIEW COVER,MOBITELI,2,100.00,99.20,249.00,0.00
6038,SAMSUNG CORE PROTECTIVE COVER+,MOBITELI,2,76.00,38.95,99.00,25.00
6039,LG D432H DVD PLAYER,AUDIOVIDEO PROGRAM,2,345.00,38.09,399.00,33.00
6040,PIONEER HDJ-500-K,AUDIOVIDEO PROGRAM,12,735.20,66.67,919.00,40.00
6041,PIONEER HDJ-500-R,AUDIOVIDEO PROGRAM,7,735.20,66.67,919.00,40.00
6042,SAMSUNG MICRO USB NA USB ŽENSKI,MOBITELI,2,63.20,50.21,89.00,25.00
6043,SAMSUNG PUNJAČ MICRO USB 5V 2A,MOBITELI,2,143.20,40.78,189.00,25.00
6044,SAMSUNG PUNJAČ 30-PIN 5V 2A,MOBITELI,1,143.20,40.78,189.00,25.00
6045,SAMSUNG S4 MINI FLIP COVER,MOBITELI,1,124.00,19.57,139.00,25.00
6046,"SAMSUNG TAB 3 8.0"" BOOK COVER",MOBITELI,2,232.00,37.47,299.00,25.00
6047,SAMSUNG HM 1200 BLUETOOTH SLUŠALICE,MOBITELI,1,119.20,33.33,149.00,25.00
6048,SAMSUNG POCKET PROTECTIVE COVER,MOBITELI,2,44.00,18.79,49.00,25.00
6049,"SAMSUNG TAB3 10.1"" BOOK COVER",MOBITELI,3,287.20,11.05,299.00,25.00
6050,HAVIT HV-SK608 ZV ZA PC,PC,2,75.00,35.39,99.00,22.00
6051,MAX POWER 4567CH UNI.PUNJAČ ZA LAPTOP,PC,2,145.00,64.97,299.00,0.00
6052,SAMSUNG USB DATA KABEL 30-PIN,MOBITELI,1,96.00,10.00,99.00,25.00
6053,SAMSUNG 30-PIN USB ADAPTER,AUDIOVIDEO PROGRAM,1,96.00,10.00,99.00,25.00
6054,MAXMOBILE IPHONE 3/4 KUĆNI PUNJAČ,MOBITELI,5,25.00,214.67,59.00,40.00
6055,SAMSUNG NOTE 10.1 BOOK COVER,MOBITELI,2,232.00,37.47,299.00,25.00
6056,SAMSUNG SL-M2070F PRINTER,PRINTER,1,765.00,35.84,1299.00,0.00
6057,MAX MOBILE iPHONE 5 KUĆNI PUNJAČ,MOBITELI,5,39.00,135.90,69.00,40.00
6058,"CROCO TORBICA BROWN 10,1""",PC,1,49.00,50.20,69.00,25.00
6059,"CROCO TORBICA GREEN 10,1""",PC,1,49.00,50.20,69.00,25.00
6060,CANON C-EXV18 BUBANJ,PRINTER,1,770.00,26.58,999.00,18.00
6061,TELE2 PRET SAMSUNG GALAXY NOTE3 SM-N9005,TELE2,1,4636.00,3.45,5995.00,0.00
6062,"CROCO TORBICA PURPLE 10,1""",MOBITELI,1,49.00,93.74,89.00,25.00
6063,_VIPME ELEKTRONSKI BON 50KN,TELEVIZIJA,10,40.00,5.26,50.00,5.00
