šifra,naziv,grupa,kolicina,nabavna_cijena,marza,cijena,rabat
10265,CANON DRC120 SKENER,PC,1,2500.00,38.53,3290.00,24.00
10266,HERITAGE HRW124D SUBWOOFER,AUDIOVIDEO PROGRAM,0,0.00,0.00,777.00,0.00
10267,APPLE iPHONE 6 16 GB GOLD,MOBITELI,1,5039.20,81.35,8499.00,25.60
10268,LOGITECH WIRELLES PRESENTER R400,AUDIOVIDEO PROGRAM,4,284.56,75.42,599.00,4.00
10272,SAMSUNG GALAXY SM-G850F ALPHA,KLIMA,1,3500.00,25.69,5499.00,0.00
10273,SAMSUNG GALAXY SM-C115 K ZOOM,MOBITELI,1,2830.00,13.05,3999.00,0.00
10274,LG 42LB5500 LED TV,TELEVIZIJA,1,3199.00,50.40,3890.00,35.32
10275,ORINK HP 655 BLACK,KLIMA,3,34.00,92.16,49.00,40.00
10276,ORINK HP 655 BLUE,PRINTER,1,34.00,92.16,49.00,40.00
10277,ORINK HP 655 MAGENTA,PRINTER,2,34.00,92.16,49.00,40.00
10278,ORINK HP 655 YELLOW,PRINTER,1,34.00,92.16,49.00,40.00
10279,HP 450 G1 E9Y39EA LAPTOP,PC,1,3280.00,4.85,4999.00,0.00
10280,ORINK CANON CEXV40 TONER,PRINTER,1,299.00,115.34,499.00,38.00
10281,SONY HT-CT60 ZVUČNIK,PRINTER,3,952.00,144.10,1190.00,59.03
10282,SONY DVP-SR170 PLAYER,AUDIOVIDEO PROGRAM,1,239.00,49.23,399.00,10.50
10283,SONY CD-R 10/1 PACK,AUDIOVIDEO PROGRAM,5,21.00,53.45,30.00,25.50
10284,MAXELL 16GB USB/MICRO USB DUAL,PC,1,89.00,39.61,139.00,10.50
10285,WIRETECH USB PRODUŽNI 3M,AUDIOVIDEO PROGRAM,5,24.14,56.63,39.00,17.50
10286,WIRETECH USB 3.0 PRODUŽNI KABEL 3 M,AUDIOVIDEO PROGRAM,2,58.86,63.10,99.00,17.50
10287,MODECOM TH13 STALAK ZA TABLET,AUDIOVIDEO PROGRAM,1,53.85,70.03,99.00,13.50
10288,SBOX NLS-3015B TORBA ZA LAPTOP,PC,5,63.92,283.15,199.00,35.00
10289,EDNET 64038 CD/DVD OAOER SLEEVES 100 KOM,PC,1,9.90,53.54,19.00,0.00
10290,GOODRAM MICROSD 16GB CLASS 4,MOBITELI,2,63.92,77.02,99.00,30.00
10291,GOODRAM USB 8GB BLACK&WHITE,PC,5,31.92,127.47,59.00,35.00
10292,GOODRAM USB 16GB BLACK&WHITE,PC,1,63.92,77.02,99.00,30.00
10293,SBOX M-118 USB MIŠ,PC,3,11.00,256.36,49.00,0.00
10294,SBOX M-17 ORANGE USB MIŠ,PC,1,23.92,100.64,39.00,35.00
10295,SBOX M-17 BLACK MIŠ,PC,3,23.92,100.64,39.00,35.00
10296,SBOX M-30 WHITE MIŠ,PC,2,13.00,176.92,45.00,0.00
10297,SBOX M-17 SILVER MIŠ,PC,7,19.92,213.25,39.00,50.00
10298,SBOX KM-10 TIPKOVNICA+MIŠ,PC,1,95.92,141.09,159.00,45.00
10299,"SBOX PAD-V1 TAB STALAK 5""-10.1""",AUDIOVIDEO PROGRAM,1,31.92,88.92,49.00,35.00
10300,SBOX PEN-01 BLACK OLOVKA,MOBITELI,1,7.92,133.01,15.00,35.00
10301,"SBOX HDMI 1.4 M/M 90 1,5 m",AUDIOVIDEO PROGRAM,3,19.92,140.93,39.00,35.00
10302,SBOX HDMI M/M 10m 1.4,AUDIOVIDEO PROGRAM,7,71.92,209.23,139.00,50.00
10303,SBOX HDMI-MINI HDMI M/M 2m 1.4,AUDIOVIDEO PROGRAM,1,23.92,100.64,39.00,35.00
10304,SBOX HDMI 2m FLAT 1.4,AUDIOVIDEO PROGRAM,1,39.92,81.89,59.00,35.00
10305,SBOX HDMI 20m 1.4 M/M,AUDIOVIDEO PROGRAM,3,319.92,224.58,649.00,50.00
10306,SBOX HDMI F-DVI M ADAPTER,AUDIOVIDEO PROGRAM,1,11.92,96.13,19.00,35.00
10307,GOLDENPOWER GP CR-2016,BATERIJA,5,1.90,550.41,10.00,35.00
10308,GOLDENPOWER GP CR-2025 BATERIJA,BATERIJA,10,2.06,419.48,10.00,25.00
10309,TELE2 PRET SONY XPERIA Z1 WHITE,TELE2,1,4316.00,3.71,5595.00,0.00
10310,TELE2 PRET SONY XPERIA Z1 COMPACT WHITE,TELE2,1,3196.00,5.01,4195.00,0.00
10311,TELE2 PRET SONY XPERIA Z3 BLACK,TELE2,1,4156.00,5.78,5495.00,0.00
10315,IPHONE 4S 8GB WHITE,MOBITELI,1,2719.20,39.47,3399.00,28.30
10316,HP 933XL MAGENTA CN055AE,PRINTER,1,93.00,59.43,139.00,25.00
10317,HP 933XL YELLOW CN056AE,PRINTER,1,93.00,59.43,139.00,25.00
10318,ORINK HP CF210A 131A CRNI,PRINTER,2,229.00,89.92,299.00,45.00
10319,ORINK HP CF211A 131A PLAVI,PRINTER,1,229.00,89.92,299.00,45.00
10320,ORINK HP CF212A 131A ŽUTA,PRINTER,1,229.00,89.92,299.00,45.00
10321,ORINK HP CF213A 131A CRVENA,PRINTER,1,229.00,89.92,299.00,45.00
10322,HTC DESIRE 516 DUAL GREY,MOBITELI,1,1115.00,29.08,1799.00,0.00
10323,VIVAX UNI.DALJINSKI LCD2302/3760/4260,TELEVIZIJA,1,100.00,87.29,199.00,15.00
10326,GORENJE K6N20IX KOMB. PLOČA ZA KUHANJE,BIJELA TEHNIKA,1,1249.00,42.40,1499.00,32.58
10328,GORENJE K6N30IX KOMBINIRANA PLOČA,BIJELA TEHNIKA,1,1249.00,40.77,1499.00,31.79
10332,GORENJE RK6192EX KOMBINIRANI HLADNJAK,BIJELA TEHNIKA,1,3039.00,34.27,3799.00,25.52
10333,PIONEER HDJ-C70,DJ OPREMA,13,1455.20,72.41,1819.00,42.00
10334,NIKON D5200 KIT WITH AF18-105VR,FOTO,1,4479.20,26.05,5999.00,15.00
10335,LG 65UB950V UHD TV,TELEVIZIJA,-1,13500.00,18.51,19999.00,0.00
10336,KINGSTON 64GB SDXC CLASS 10,AUDIOVIDEO PROGRAM,2,119.97,158.93,299.00,23.00
10337,NIKON D90 DSLR FOTO,FOTO,1,3519.20,17.65,4399.00,15.00
10338,NIKON AF-S DX 35mm f/1.8G LEĆA,FOTO,1,1439.20,17.65,1799.00,15.00
10339,SONY PS4 NBA 2K15,PLAY STATION,2,439.20,25.00,549.00,20.00
10340,SONY PS3 MINECRAFT,PLAY STATION,1,119.20,41.78,169.00,20.00
10341,SONY PS4 500 GB+DRIVE CLUB,PLAY STATION,1,2959.20,22.85,3999.00,12.00
10342,SONY PS3 WATCH DOGS,PLAY STATION,1,159.20,50.25,299.00,0.00
10343,SONY PX333 DIGITALNI DIKTAFON,AUDIOVIDEO PROGRAM,1,328.00,14.49,399.00,15.00
10344,HP 950XL CN045AE BLACK,PRINTER,2,298.00,40.94,399.00,24.00
10345,HP 951XL COLOR+75 A4 LISTOVA,PRINTER,1,372.00,40.22,489.00,25.00
10346,MITSUBISHI MSZ-EF42VE3W-E1,KLIMA,1,3240.00,33.50,4055.00,25.00
10347,MITSUBISHI MUZ-EF42VE-E5,KLIMA,1,6250.00,33.38,7815.00,25.00
10348,SAMSUNG 40H6500,TELEVIZIJA,1,3390.00,17.97,4999.00,0.00
10349,APPLE iPHONE 4 8GB WHITE,MOBITELI,1,1759.20,122.75,3199.00,34.69
10350,SAMSUNG GT-E1270,MOBITELI,1,239.20,166.17,499.00,37.30
10352,MM SAMSUNG S5 ZAMJENSKA BATERIJA,MOBITELI,1,58.00,64.14,119.00,0.00
10353,MM SONY K510 BST-36 BATERIJA,MOBITELI,1,20.00,216.00,79.00,0.00
10354,HAVIT HV-PB115 POWERBANK 4400mAh,MOBITELI,-1,89.00,138.50,199.00,25.00
10355,MM BOOK TPU RAZNE,MOBITELI,2,28.00,239.05,89.00,25.00
10356,DENON SC-M39 ZVUČNICI,AUDIOVIDEO PROGRAM,5,720.00,48.00,999.00,25.00
10357,"MM DATA KABEL MICRO USB FLAT 1,2 M",AUDIOVIDEO PROGRAM,3,22.00,89.09,39.00,25.00
10358,FOCUSRITE SAFFIRE PRO 40,AUDIOVIDEO PROGRAM,1,3704.00,53.85,4630.00,35.00
10359,MM FLIP TORBICA ZA MOBITEL RAZNE,AUDIOVIDEO PROGRAM,1,10.00,372.00,59.00,0.00
10360,MM SAMSUNG SIII MASKA,MOBITELI,1,5.00,524.00,39.00,0.00
10361,FUJIFILM FINEPIX S1 BLACK,FOTO,1,2223.00,43.91,3999.00,0.00
10362,WIRETECH UTP KABEL 2m,PC,1,8.54,81.56,16.00,17.50
10363,WIRETECH UTP KABLE 15m SIVI,PC,3,27.78,76.42,49.00,20.00
10364,VIPME ALCATEL 10.46 BLACK,VIP,1,129.20,23.22,199.00,0.00
10365,MEANIT UTP SAMSUNG S4 FLIP BLACK,MOBITELI,1,55.20,90.82,79.00,40.00
10366,MEANIT iPHONE 5 DATA KABEL,MOBITELI,3,19.00,148.42,59.00,0.00
10367,"MEANIT ETUI SA TIPKOVNICOM 7"" TAB",AUDIOVIDEO PROGRAM,1,72.24,105.66,169.00,9.00
10368,"MEANIT ETUI SA TIPKOVNICOM 9.7"" TAB",AUDIOVIDEO PROGRAM,1,49.00,175.92,169.00,0.00
10369,MEANIT TPU TORBICE SMARTPHONE RAZNE,MOBITELI,9,19.00,126.72,49.00,9.00
10370,MEANIT iPHONE 5 PREKLOPNA BLACK,MOBITELI,2,19.00,148.42,59.00,0.00
10371,"MEANIT ETUI 8"" DO 10.1"" UNIVERZALNA",AUDIOVIDEO PROGRAM,1,79.20,83.50,109.00,40.00
10372,MEANIT SAMSUNG S5 PREKLOPNA CRNA,MOBITELI,1,55.20,66.67,69.00,40.00
10373,MEANIT TPU HORIZONTALNA XXL SMARTPHONE,MOBITELI,2,25.00,72.31,49.00,9.00
10374,MEANIT PROMISE MG420 DUAL BLACK,MOBITELI,1,329.00,69.97,699.00,0.00
10375,MEANIT PROMISE MG480 DUAL WHITE,MOBITELI,1,359.00,66.91,749.00,0.00
10376,VIPME NOKIA LUMIA 630 WHITE,VIP,1,799.20,10.01,1099.00,0.00
10377,SAMSUNG GT-E1200I WHITE,MOBITELI,2,143.20,98.72,249.00,30.00
10378,"VIVAX TPC-101130 10.1"" TAB",MOBITELI,1,680.00,76.35,1499.00,0.00
10379,VIVAX SMART POINT X40 PRO WHITE,MOBITELI,1,360.00,99.78,899.00,0.00
10380,SONY SDHC UHS-I 16GB CLASS 10,AUDIOVIDEO PROGRAM,4,64.00,81.40,99.00,18.00
10381,SONY SDHC UHS-I 32GB CLASS 10,AUDIOVIDEO PROGRAM,5,174.14,72.09,299.00,20.18
10382,PRINT TEAM EPSON 1281 CRNA,PRINTER,2,9.00,222.22,29.00,20.00
10383,PRINT TEAM EPSON 1283 MAGENTA,PRINTER,2,9.00,222.22,29.00,20.00
10384,TP-LINK TL-WN822N USB ADAPTER WIFI,PRINTER,5,114.66,86.34,219.00,18.00
10385,ROLINE USB 2.0 A-A PRODUŽNI 3 M BEŽ,PC,5,7.38,171.19,20.00,20.00
10386,TP-LINK TD-W8960N MODEM ROUTER,AUDIOVIDEO PROGRAM,1,243.58,56.50,379.00,20.46
10387,TP-LINK TL-WR842ND WIRELESS ROUTER,AUDIOVIDEO PROGRAM,1,230.76,52.10,349.00,20.45
10388,D-LINK DAP-1360 WIRELESS ROUTER,AUDIOVIDEO PROGRAM,1,248.00,44.33,349.00,22.00
10389,D-LINK DWA-127 WIRELESS USB ADAPTER,AUDIOVIDEO PROGRAM,1,112.00,82.23,199.00,22.00
10390,ROLINE ADAPTER HDMI NA VGA,AUDIOVIDEO PROGRAM,2,124.82,59.42,199.00,20.00
10391,"ROLINE  VGA + AUDIO KABEL 3,5 MM 6 M",AUDIOVIDEO PROGRAM,2,109.60,81.57,199.00,20.00
10392,DBX DRIVERACK PA2,AUDIOVIDEO PROGRAM,1,3672.00,53.85,4590.00,35.00
10393,GORENJE IT612ASC INDUKCIJSKA PLOČA,BIJELA TEHNIKA,1,2799.00,29.04,3499.00,22.50
10394,ELECTROLUX EC3201AOW ZAMRZIVAČ,BIJELA TEHNIKA,1,2479.20,29.03,2799.00,30.00
10395,SAMSUNG LS19D300NY,PC,1,458.99,54.78,888.00,0.00
10396,SBOX PLB-3446T,AUDIOVIDEO PROGRAM,5,95.92,315.35,249.00,50.00
10397,PANASONIC TX-42AS650E,TELEVIZIJA,1,3199.20,72.63,5999.00,13.10
10398,NOSAČ M-4D DIGIMAX,AUDIOVIDEO PROGRAM,2,98.75,77.51,149.00,32.00
10399,INFINITY ST 4000 HD,AUDIOVIDEO PROGRAM,3,469.00,75.34,699.00,32.00
10400,INFINITY 8040 DVB-T2,SATELITSKA,3,199.00,76.77,299.00,32.00
10401,BOSTON POJAČALO 2-IZL. SOBNO,AUDIOVIDEO PROGRAM,5,72.00,104.76,129.00,30.00
10402,OPTICUM X405 PLUS DVB-S2,AUDIOVIDEO PROGRAM,1,416.00,78.30,649.00,30.00
10403,OPTICUM HD506 DVB-S2 VFD,AUDIOVIDEO PROGRAM,1,520.00,53.63,699.00,30.00
10404,OPTICUM HD X110TS COMBO RECEIVER,AUDIOVIDEO PROGRAM,1,399.20,71.49,599.00,30.00
10405,LG 50LB650V,TELEVIZIJA,1,4100.00,22.91,6299.00,0.00
10406,LG 42LB730V,TELEVIZIJA,1,3500.00,37.12,5999.00,0.00
10407,PIONEER MVH-170UI AUTORADIO,AUTOPROGRAM,3,280.00,42.57,499.00,0.00
10408,PIONEER MVH-X560BT AUTO RADIO,AUTOPROGRAM,1,719.20,29.87,899.00,23.00
10409,PIONEER TS-R6950S AUTO ZVUČNICI,AUTOPROGRAM,1,519.20,65.70,699.00,35.00
10410,PIONEER VSX-329-K AV PRIJAMNIK,AUDIOVIDEO PROGRAM,1,1599.20,42.86,1999.00,30.00
10411,SONY CDQ-80SJ CD MEDIJ,AUDIOVIDEO PROGRAM,500,1.00,220.00,4.00,0.00
10412,SONY DSC-W810S FOTOAPARAT,FOTO,1,559.20,51.31,899.00,15.00
10413,SONY KDL-40R455BBAEP LED TV,TELEVIZIJA,2,2399.20,26.44,3299.00,13.00
10414,FUNAI 32FDI5514 LED TV,TELEVIZIJA,1,1400.00,25.66,2199.00,0.00
10415,SONY CFD-S50B RADIO KAZETOFON,AUDIOVIDEO PROGRAM,1,399.20,30.98,549.00,16.00
10416,SONY ZSP-S30CPW RADIO KAZETOFON,AUDIOVIDEO PROGRAM,1,471.20,31.17,649.00,16.00
10417,VIVAX IMAGO 22LE72 LED TV,TELEVIZIJA,6,824.00,45.53,1499.00,0.00
10418,HP PRO 3500 G2 G1620 J8T31EA,PC,1,1599.00,44.78,2749.00,5.00
10419,HP PRO 3500 G2 G2030 J8T32EA PC,PC,2,1994.50,50.41,3750.00,0.00
10420,VERBATIM USB2.0 PINSTRIPE 32GB CRNI,PC,20,74.05,113.91,198.00,0.00
10425,INTERFACE MITSUBISHI MAC-3971F-E,KLIMA,6,1115.00,58.73,1393.75,37.00
10426,SONY CR1220,BATERIJA,10,6.42,119.78,15.00,15.00
10427,SONY BCG-34HS PUNJAČ AAA/AA,AUDIOVIDEO PROGRAM,1,48.00,49.35,69.00,23.00
10428,SONY BCG-34HS2E PUNJAČ+2xAA,AUDIOVIDEO PROGRAM,1,89.00,15.57,99.00,23.00
10429,"TOSHIBA CANVIO 1TB HDD 2.5""",PC,1,347.00,61.15,699.00,0.00
10430,SONY MICROSDHC UHS-I 32GB,MOBITELI,5,82.00,113.66,219.00,0.00
10431,"CONSOLE PSW710S NOSAČ ZA LCD 17""-37""",AUDIOVIDEO PROGRAM,3,131.49,168.76,299.00,32.31
10432,CONSOLE WSS801 NOSAČ ZA ZVUČNIKE,AUDIOVIDEO PROGRAM,3,58.19,164.00,99.00,48.45
10433,SAMSUNG 58H5203 LED TV,TELEVIZIJA,1,3179.40,76.11,6999.00,0.00
10434,KANAL NIK 1  17X17,BIJELA TEHNIKA,20,6.30,42.86,9.00,20.00
10436,KANAL NIK 3 30X30,BIJELA TEHNIKA,50,15.10,32.45,20.00,20.00
10438,KANAL NIK 21 25X17,BIJELA TEHNIKA,4,11.00,81.82,20.00,20.00
10441,PROI.8076 KUTIJA N/Ž WB 150/110/70,BIJELA TEHNIKA,12,18.05,55.13,28.00,20.00
10443,PROI.8078 KUTIJA N/Ž WB 255/200/80,BIJELA TEHNIKA,4,40.02,24.92,50.00,20.00
10445,TIPL S ČAVLOM 6X40,BIJELA TEHNIKA,400,0.35,28.57,0.45,20.00
10446,KUTIJA N/Ž 44006 -55106-44206,BIJELA TEHNIKA,2,32.40,25.00,40.50,20.00
10452,SBOX PLB-114S STALAK LCD,TELEVIZIJA,5,47.92,230.55,99.00,50.00
10453,CONSOLE PSW320MF ZIDNI NOSAČ,TELEVIZIJA,3,187.00,126.24,275.00,48.00
10454,BLANCO FINESS VT KROM 512322,BIJELA TEHNIKA,1,1034.00,37.68,1299.00,27.00
10455,BLANCO DOZER TIGA 510769,BIJELA TEHNIKA,1,184.00,36.99,230.00,27.00
10456,WHIRLPOOL AKR 946 / IX,BIJELA TEHNIKA,1,879.00,24.73,1123.75,18.00
10457,LG 50LB670V,TELEVIZIJA,-1,4500.00,33.32,7499.00,0.00
10458,THL T6S SMARTPHONE,MOBITELI,-1,711.20,32.20,999.00,15.00
10459,FOCUS E-1111 DVB-T RECEIVER,SATELITSKA,10,95.00,67.58,199.00,0.00
10460,TOSHIBA STOR.E 2TB HDD,PC,1,614.05,37.79,899.00,15.00
10461,VIRB ELITE CYCLING BUNDLE KAMERA,AUDIOVIDEO PROGRAM,1,2552.00,25.00,3190.00,20.00
10462,TOMATO ELEKTRONSKI BON 55,TOMATO,80,44.00,4.76,55.00,4.54
10463,NOKIA 108 WHITE,MOBITELI,1,199.20,63.12,329.00,19.00
10464,NOKIA 130 SS WHITE,MOBITELI,1,175.20,62.53,299.00,16.00
10465,VIVAX SMART FUN S4010 BLACK,MOBITELI,-1,315.00,64.83,649.00,0.00
10466,VIVAX SMART FUN S4010 BLUE,MOBITELI,1,315.00,64.83,649.00,0.00
10467,VIVAX SMART FUN S4010 RED,MOBITELI,1,315.00,64.83,649.00,0.00
10468,VIVAX SMART FUN S4010 WHITE,MOBITELI,1,315.00,64.83,649.00,0.00
10469,PS4 PES 2015,PLAY STATION,2,399.20,29.87,449.00,23.00
10470,"ORICO EKSTERNO KUČIŠTE 2.5"" USB 2.0",PC,3,78.71,135.19,199.00,14.00
10471,HP 255 G3 J4R73EA#BED,PC,1,1659.00,47.15,2899.00,5.00
10472,BOSE WAVE BLUETOOTH ADAPTER,AUDIOVIDEO PROGRAM,1,999.20,31.78,1399.00,15.00
10473,ELECTROLUX ZSC6930 USISAVAČ,BIJELA TEHNIKA,1,671.20,54.83,1299.00,0.00
10474,SONY ICD-BX132 DIKTAFON,AUDIOVIDEO PROGRAM,1,239.20,37.32,349.00,15.00
10475,MASKA ZA AUTO RADIO CITROEN C1..,AUTOPROGRAM,1,36.79,147.42,99.00,13.00
10476,DRŽAČ STOLNI ZA SMARTPHONE,MOBITELI,4,4.50,77.78,10.00,0.00
10477,"MM TABLET TORBICA 7"" CRNA FLIP ME",AUDIOVIDEO PROGRAM,2,67.00,73.53,109.00,25.00
10478,"MM TABLET TORBICA 7""-8"" FLIP ME",AUDIOVIDEO PROGRAM,1,72.00,61.48,109.00,25.00
10479,MM TPU IPHONE 4 PROZIRNA,AUDIOVIDEO PROGRAM,1,10.00,212.00,39.00,0.00
10480,AGFA CD-R SLIMCASE 10/1,AUDIOVIDEO PROGRAM,5,24.00,77.78,40.00,25.00
10481,AGFA CD-R SPINDLE 10/1,AUDIOVIDEO PROGRAM,10,17.00,56.86,25.00,25.00
10482,DURACELL LED SVJETILJKA 5LED VOYAGER,AUDIOVIDEO PROGRAM,1,48.00,120.00,99.00,25.00
10483,DURACELL LED SVJETILJKA ALU PEN,AUDIOVIDEO PROGRAM,1,25.00,237.07,79.00,25.00
10484,GRUNDIG BATERIJSKA LED LAMPA ALU 1LED,AUDIOVIDEO PROGRAM,3,25.00,109.07,49.00,25.00
10485,GRUNDIG SET ZA ČIŠĆENJE EKRANA,AUDIOVIDEO PROGRAM,5,29.00,80.23,49.00,25.00
10486,GRUNDIG WORLD TRAVEL ADAPTER,AUDIOVIDEO PROGRAM,1,120.00,76.89,199.00,25.00
10487,HAVIT COOLING PAD HV-F2027,AUDIOVIDEO PROGRAM,2,69.00,91.75,129.00,22.00
10488,HAVIT HV-G93W BEŽIĆNI GAMEPAD,PC,1,107.00,71.58,179.00,22.00
10489,HAVIT HV-MS632 GAMING MIŠ CRVENI,PC,2,65.00,87.77,119.00,22.00
10490,HAVIT HV-MS632 SIVI GAMING MIŠ,PC,2,65.00,87.77,119.00,22.00
10492,HAVIT KABEL PRINTER 1.8 M FLAT PLAVI,AUDIOVIDEO PROGRAM,5,13.00,57.79,20.00,22.00
10493,HAVIT HV-H2080D SLUŠALICE,AUDIOVIDEO PROGRAM,1,65.00,56.21,99.00,22.00
10494,HAVIT HV-2106D BIJELE SLUŠALICE,AUDIOVIDEO PROGRAM,1,48.00,111.54,99.00,22.00
10495,HAVIT HV-KB519GCM BEŽIĆNI SET,AUDIOVIDEO PROGRAM,-1,98.00,87.34,179.00,22.00
10496,HAVIT SF-307U ZVUČNICI 2.1,PC,1,239.00,28.31,299.00,22.00
10497,HAVIT HV-SK420 ZVUČNICI PLAVI,PC,1,69.00,76.89,119.00,22.00
10498,HAVIT HV-SK452BT ZV.BLUETOOTH BREBRNI,PC,1,149.00,64.52,239.00,22.00
10499,LOCTEK PSW-530ST LCD NOSAČ,AUDIOVIDEO PROGRAM,2,127.00,67.14,199.00,25.00
10500,LOCTEK PSW-735 LCD NOSAČ,AUDIOVIDEO PROGRAM,3,93.00,70.90,149.00,25.00
10501,LOCTEK PSW-741L LCD NOSAČ,AUDIOVIDEO PROGRAM,1,347.00,84.13,599.00,25.00
10502,LOCTEK WLB061 LCD NOSAČ,AUDIOVIDEO PROGRAM,5,36.00,134.07,79.00,25.00
10503,LOCTEK WLB068 LCD NOSAČ,AUDIOVIDEO PROGRAM,4,53.00,99.25,99.00,25.00
10504,"MAXLINE TORBA ZA LAPTOP 17,3""",PC,1,115.00,122.07,249.00,22.00
10505,MAXPOWER DVB-T STICK HDTV EZTV858,AUDIOVIDEO PROGRAM,10,79.00,50.89,149.00,0.00
10506,MY PHONE 1045 SIMPLY BIJELI,MOBITELI,2,170.00,87.77,399.00,0.00
10507,MY PHONE 1045 SIMPLY + CRVENI,MOBITELI,5,170.00,87.77,399.00,0.00
10508,SAGEM D14T TELEFON,TELEFON,1,105.00,51.62,199.00,0.00
10509,SP SDHC 32 GB CL10 MEMORIJSKA KARTICA,AUDIOVIDEO PROGRAM,3,84.00,89.52,199.00,0.00
10510,SP 32 GB ULTIMA UO2 USB STICK CRNA,AUDIOVIDEO PROGRAM,3,55.00,160.36,179.00,0.00
10511,MY PHONE SMARTPHONE CUBE 16 GB,MOBITELI,1,1120.00,42.79,1999.00,0.00
10512,TELE2 PRET SAMSUNG NEO WHITE + NOA C25,TELE2,5,1436.00,11.14,1995.00,0.00
10513,TELE2 SAMSUNG NEO BLACK+NOA C25,TELE2,7,1436.00,11.14,1995.00,0.00
10514,TELE2 LG L90 BLACK+NOA C25,TELE2,1,1436.00,11.14,1995.00,0.00
10515,TELE2 SAMSUNG S4 BLACK+NOA C25,TELE2,4,2236.00,7.16,2995.00,0.00
10516,TELE2 SAMSUNG S4 WHITE+NOA C25,TELE2,4,2236.00,7.16,2995.00,0.00
10517,TELE2 LG L90 WHITE+NOA C25,TELE2,1,1436.00,11.14,1995.00,0.00
10518,TELE2 ZOPO ZP1000 WHITE+NOA C25,TELE2,1,1516.00,5.28,1995.00,0.00
10519,TELE2 PRET SONY XPERIA Z3 WHITE,TELE2,1,4156.00,5.78,5495.00,0.00
10520,ADATA DASHDRIVE HDD HV620 2TB,PC,1,761.17,35.89,1099.00,15.00
10521,SAMSUNG WF70F5EOW2W/LE PERILICA RUBLJA,TELEVIZIJA,1,2899.00,30.42,3199.00,32.31
10523,PIONEER VSX-423-K AV PRIJAMNIK,AUDIOVIDEO PROGRAM,2,1150.00,59.93,2299.00,0.00
10524,PIONEER TS-A172CI AUTO ZVUČNIK,AUTOPROGRAM,1,719.20,79.23,999.00,38.00
10525,PIONEER SE-M531 SLUŠALICE,AUDIOVIDEO PROGRAM,20,135.00,106.82,349.00,0.00
10526,VIPME ELEKTRONSKI BON 55,MOBITELI,81,44.00,4.76,55.00,4.54
10527,P.AUDIO IPA-4250 4x300W,AUDIOVIDEO PROGRAM,1,3400.00,53.85,4250.00,35.00
10528,PIONEER XDJ-1000,DJ OPREMA,4,8479.20,53.85,10599.00,35.00
10529,BEKO OSE22130X UGRADBENI SET,AUDIOVIDEO PROGRAM,1,1640.00,17.02,2399.00,0.00
10530,PHILIPS HQ6946/16 BRIJAČI APARAT,BIJELA TEHNIKA,1,212.00,41.51,375.00,0.00
10531,LENOVO G500 59390044 LAPTOP,PC,1,2185.00,20.79,3299.00,0.00
10532,LENOVO B50-30 59428820,PC,1,1950.00,23.04,2999.00,0.00
10533,LENOVO G700 59423261,PC,1,1760.00,29.50,2849.00,0.00
10534,LENOVO G710 59431937,PC,1,3390.00,17.97,4999.00,0.00
10535,TOMATO ELEKTRONSKI BON 22KN,TOMATO,50,17.60,4.76,22.00,4.54
10539,LENOVO AIO C460,PC,1,4000.00,33.75,6687.50,0.00
10540,TOSHIBA CANVIO BASIC HDD 2TB,PC,2,569.00,54.52,1099.00,0.00
10541,ORINK TONER HP CE505A,PRINTER,-2,55.00,262.18,249.00,0.00
10542,HP LASERJET PRO M201N CF455A,PRINTER,1,989.00,21.25,1499.00,0.00
10543,ASUS X552MD-SX072D LAPTOP,PC,2,1850.00,29.69,2999.00,0.00
10544,BOSCH WAB20262BY PERILICA,BIJELA TEHNIKA,1,2231.00,29.66,2999.00,17.06
10547,VIPME ELEKTRONSKI BON 33 KN,MOBITELI,11,26.40,4.76,33.00,4.54
10548,SAMSUNG 40H6200,TELEVIZIJA,1,2639.20,30.31,4299.00,0.00
10549,PS3 FUEL IGRA,PLAY STATION,0,0.00,0.00,199.00,0.00
10550,GORENJE W7423,BIJELA TEHNIKA,1,2639.00,31.85,3299.00,24.15
10553,TELE2 PRET SAMSUNG GT-S5611 SILVER,TELE2,1,556.00,14.39,795.00,0.00
10554,TELE2 PRET ZTE BLADE L2 WHITE,TELE2,1,876.00,18.27,1295.00,0.00
10559,PHILIPS 42PUS7809 LED UHDTV,TELEVIZIJA,1,3199.20,100.03,7999.00,0.00
10560,ONYX ZAM. BATERIJA SAMSUNG i9300 S3,MOBITELI,3,50.00,98.00,99.00,20.00
10561,ONYX SET KABEL 10U1,MOBITELI,1,30.00,137.33,89.00,0.00
10562,ONYX TPU SAMSUNG GRAND i9082,MOBITELI,4,10.00,212.00,39.00,0.00
10563,ONYX FLIP COVER SAMSUNG S3 i9300,MOBITELI,4,20.00,136.00,59.00,0.00
10564,"ONYX KUĆNI PUNJAČ 2,5MM 5V 2A ZA TABLET",MOBITELI,3,25.00,88.80,59.00,0.00
10565,ONYX TPU SAM.YOUNG 2 G130,MOBITELI,1,16.00,160.00,39.00,25.00
10566,LCD UNIVERZALNI PUNJAČ,AUDIOVIDEO PROGRAM,1,18.00,162.22,59.00,0.00
10567,DURACELL 4xAA+2xAA GRATIS,BATERIJA,10,28.00,42.86,36.00,0.00
10568,HAVIT HV-C25 CARD READER,AUDIOVIDEO PROGRAM,1,26.00,93.29,49.00,22.00
